,id_student,date_registration,date_unregistration,code_mod_pres,unique_identifier
44,135335,-29.0,30.0,AAA2013J,135335AAA2013J
45,135400,-32.0,144.0,AAA2013J,135400AAA2013J
46,137873,-195.0,,AAA2013J,137873AAA2013J
47,141355,-61.0,,AAA2013J,141355AAA2013J
48,141377,-110.0,129.0,AAA2013J,141377AAA2013J
49,142326,-37.0,,AAA2013J,142326AAA2013J
50,144801,-67.0,,AAA2013J,144801AAA2013J
51,145130,-36.0,,AAA2013J,145130AAA2013J
52,146188,-132.0,,AAA2013J,146188AAA2013J
53,147756,-92.0,,AAA2013J,147756AAA2013J
54,147793,-138.0,58.0,AAA2013J,147793AAA2013J
55,148993,-174.0,158.0,AAA2013J,148993AAA2013J
56,151358,-44.0,,AAA2013J,151358AAA2013J
57,155550,-16.0,,AAA2013J,155550AAA2013J
58,155854,-54.0,,AAA2013J,155854AAA2013J
59,155984,-64.0,191.0,AAA2013J,155984AAA2013J
60,157568,-52.0,,AAA2013J,157568AAA2013J
61,159954,-46.0,123.0,AAA2013J,159954AAA2013J
62,164259,-64.0,,AAA2013J,164259AAA2013J
63,167906,-117.0,,AAA2013J,167906AAA2013J
64,168936,-32.0,,AAA2013J,168936AAA2013J
65,172112,-50.0,,AAA2013J,172112AAA2013J
66,172797,-45.0,,AAA2013J,172797AAA2013J
67,174782,-162.0,,AAA2013J,174782AAA2013J
68,175392,-195.0,,AAA2013J,175392AAA2013J
69,175932,-92.0,,AAA2013J,175932AAA2013J
70,175991,-57.0,,AAA2013J,175991AAA2013J
71,180753,-64.0,,AAA2013J,180753AAA2013J
72,181316,-39.0,60.0,AAA2013J,181316AAA2013J
73,183096,-128.0,,AAA2013J,183096AAA2013J
74,183947,-32.0,,AAA2013J,183947AAA2013J
75,184271,-74.0,,AAA2013J,184271AAA2013J
76,185439,-12.0,,AAA2013J,185439AAA2013J
77,186149,-109.0,,AAA2013J,186149AAA2013J
78,187100,-136.0,,AAA2013J,187100AAA2013J
79,188278,-57.0,60.0,AAA2013J,188278AAA2013J
80,189879,-180.0,,AAA2013J,189879AAA2013J
81,192183,-62.0,,AAA2013J,192183AAA2013J
82,195262,-45.0,185.0,AAA2013J,195262AAA2013J
83,200860,-54.0,,AAA2013J,200860AAA2013J
84,202635,-73.0,166.0,AAA2013J,202635AAA2013J
85,205350,-68.0,,AAA2013J,205350AAA2013J
86,205719,-51.0,,AAA2013J,205719AAA2013J
87,227499,-169.0,,AAA2013J,227499AAA2013J
88,227517,-172.0,,AAA2013J,227517AAA2013J
89,228082,-31.0,,AAA2013J,228082AAA2013J
90,228222,-108.0,,AAA2013J,228222AAA2013J
91,229179,-165.0,,AAA2013J,229179AAA2013J
92,229361,-58.0,,AAA2013J,229361AAA2013J
93,231554,-29.0,,AAA2013J,231554AAA2013J
94,235507,-79.0,109.0,AAA2013J,235507AAA2013J
95,236284,2.0,,AAA2013J,236284AAA2013J
96,238007,-151.0,,AAA2013J,238007AAA2013J
97,240712,-45.0,,AAA2013J,240712AAA2013J
98,240884,-47.0,,AAA2013J,240884AAA2013J
99,241649,-50.0,,AAA2013J,241649AAA2013J
100,241729,-31.0,,AAA2013J,241729AAA2013J
101,242793,-36.0,,AAA2013J,242793AAA2013J
102,246834,-16.0,,AAA2013J,246834AAA2013J
103,248270,-198.0,,AAA2013J,248270AAA2013J
104,255548,-103.0,,AAA2013J,255548AAA2013J
105,256815,-117.0,,AAA2013J,256815AAA2013J
106,258392,-68.0,,AAA2013J,258392AAA2013J
107,258894,-172.0,,AAA2013J,258894AAA2013J
108,260355,-186.0,170.0,AAA2013J,260355AAA2013J
109,262011,-145.0,,AAA2013J,262011AAA2013J
110,262934,-191.0,,AAA2013J,262934AAA2013J
111,268073,-33.0,,AAA2013J,268073AAA2013J
112,268733,-17.0,187.0,AAA2013J,268733AAA2013J
113,271251,-68.0,,AAA2013J,271251AAA2013J
114,277880,-108.0,177.0,AAA2013J,277880AAA2013J
115,279572,-138.0,,AAA2013J,279572AAA2013J
116,281022,-74.0,,AAA2013J,281022AAA2013J
117,281250,-64.0,,AAA2013J,281250AAA2013J
118,281589,-50.0,,AAA2013J,281589AAA2013J
119,282821,-107.0,,AAA2013J,282821AAA2013J
120,286488,-8.0,,AAA2013J,286488AAA2013J
121,287548,-52.0,,AAA2013J,287548AAA2013J
122,290201,-96.0,,AAA2013J,290201AAA2013J
123,290757,-141.0,,AAA2013J,290757AAA2013J
124,291334,-132.0,,AAA2013J,291334AAA2013J
125,292923,-162.0,-121.0,AAA2013J,292923AAA2013J
126,293699,-27.0,,AAA2013J,293699AAA2013J
127,294570,-80.0,,AAA2013J,294570AAA2013J
128,294594,-145.0,,AAA2013J,294594AAA2013J
129,295741,-17.0,,AAA2013J,295741AAA2013J
130,296332,-115.0,,AAA2013J,296332AAA2013J
131,298696,-32.0,,AAA2013J,298696AAA2013J
132,300398,-59.0,,AAA2013J,300398AAA2013J
133,302302,-83.0,,AAA2013J,302302AAA2013J
134,305152,-18.0,,AAA2013J,305152AAA2013J
135,305386,-66.0,,AAA2013J,305386AAA2013J
136,305539,-54.0,-3.0,AAA2013J,305539AAA2013J
137,306107,-107.0,,AAA2013J,306107AAA2013J
138,306466,-58.0,,AAA2013J,306466AAA2013J
139,306897,-123.0,,AAA2013J,306897AAA2013J
140,307061,-31.0,,AAA2013J,307061AAA2013J
141,307866,-107.0,,AAA2013J,307866AAA2013J
142,311917,-121.0,,AAA2013J,311917AAA2013J
143,312537,-79.0,,AAA2013J,312537AAA2013J
144,312782,-59.0,,AAA2013J,312782AAA2013J
145,318933,-100.0,,AAA2013J,318933AAA2013J
146,319047,-47.0,,AAA2013J,319047AAA2013J
147,321942,-67.0,,AAA2013J,321942AAA2013J
148,324002,-32.0,,AAA2013J,324002AAA2013J
149,324084,-165.0,,AAA2013J,324084AAA2013J
150,324282,-32.0,,AAA2013J,324282AAA2013J
151,331358,-67.0,53.0,AAA2013J,331358AAA2013J
152,332789,-64.0,,AAA2013J,332789AAA2013J
153,333059,-103.0,,AAA2013J,333059AAA2013J
154,333323,-53.0,,AAA2013J,333323AAA2013J
155,334259,-32.0,,AAA2013J,334259AAA2013J
156,334333,-192.0,65.0,AAA2013J,334333AAA2013J
157,335764,-196.0,160.0,AAA2013J,335764AAA2013J
158,336207,-110.0,,AAA2013J,336207AAA2013J
159,339972,-57.0,,AAA2013J,339972AAA2013J
160,341872,48.0,,AAA2013J,341872AAA2013J
161,342007,-71.0,51.0,AAA2013J,342007AAA2013J
162,342514,-81.0,,AAA2013J,342514AAA2013J
163,342972,-60.0,,AAA2013J,342972AAA2013J
164,343446,-49.0,,AAA2013J,343446AAA2013J
165,344282,-12.0,,AAA2013J,344282AAA2013J
166,345068,-37.0,,AAA2013J,345068AAA2013J
167,345357,-18.0,,AAA2013J,345357AAA2013J
168,346025,-75.0,,AAA2013J,346025AAA2013J
169,346843,-44.0,,AAA2013J,346843AAA2013J
170,350188,-49.0,,AAA2013J,350188AAA2013J
171,354858,-32.0,5.0,AAA2013J,354858AAA2013J
172,357668,-38.0,,AAA2013J,357668AAA2013J
173,364177,-129.0,,AAA2013J,364177AAA2013J
174,365244,-38.0,,AAA2013J,365244AAA2013J
175,365642,-52.0,,AAA2013J,365642AAA2013J
176,366483,-4.0,,AAA2013J,366483AAA2013J
177,368194,-123.0,,AAA2013J,368194AAA2013J
178,368824,-60.0,,AAA2013J,368824AAA2013J
179,368963,-19.0,,AAA2013J,368963AAA2013J
180,376439,-87.0,,AAA2013J,376439AAA2013J
181,376581,-64.0,,AAA2013J,376581AAA2013J
182,380953,-155.0,,AAA2013J,380953AAA2013J
183,383254,-61.0,,AAA2013J,383254AAA2013J
184,386924,-192.0,,AAA2013J,386924AAA2013J
185,386952,-38.0,,AAA2013J,386952AAA2013J
186,388722,-179.0,,AAA2013J,388722AAA2013J
187,388885,-185.0,,AAA2013J,388885AAA2013J
188,390890,-31.0,202.0,AAA2013J,390890AAA2013J
189,392756,-58.0,,AAA2013J,392756AAA2013J
190,392931,-54.0,,AAA2013J,392931AAA2013J
191,393207,-38.0,,AAA2013J,393207AAA2013J
192,396872,-23.0,,AAA2013J,396872AAA2013J
193,398552,-57.0,,AAA2013J,398552AAA2013J
194,401869,-53.0,,AAA2013J,401869AAA2013J
195,402470,-130.0,,AAA2013J,402470AAA2013J
196,404804,-129.0,,AAA2013J,404804AAA2013J
197,405088,-67.0,,AAA2013J,405088AAA2013J
198,405961,-170.0,-100.0,AAA2013J,405961AAA2013J
199,414117,-73.0,,AAA2013J,414117AAA2013J
200,415969,-60.0,172.0,AAA2013J,415969AAA2013J
201,420087,-15.0,,AAA2013J,420087AAA2013J
202,429958,-58.0,,AAA2013J,429958AAA2013J
203,441018,-52.0,,AAA2013J,441018AAA2013J
204,441888,-53.0,,AAA2013J,441888AAA2013J
205,442442,-32.0,119.0,AAA2013J,442442AAA2013J
206,444677,-38.0,,AAA2013J,444677AAA2013J
207,470588,-43.0,73.0,AAA2013J,470588AAA2013J
208,489455,-120.0,,AAA2013J,489455AAA2013J
209,494424,-38.0,,AAA2013J,494424AAA2013J
210,495284,-29.0,,AAA2013J,495284AAA2013J
211,498857,-16.0,,AAA2013J,498857AAA2013J
212,508818,-156.0,,AAA2013J,508818AAA2013J
213,512460,-32.0,,AAA2013J,512460AAA2013J
214,544103,-127.0,,AAA2013J,544103AAA2013J
215,550383,-51.0,,AAA2013J,550383AAA2013J
216,564450,-43.0,,AAA2013J,564450AAA2013J
217,568601,-30.0,128.0,AAA2013J,568601AAA2013J
218,572652,-158.0,,AAA2013J,572652AAA2013J
219,580389,-22.0,,AAA2013J,580389AAA2013J
220,581129,-38.0,,AAA2013J,581129AAA2013J
221,588775,-17.0,,AAA2013J,588775AAA2013J
222,591774,-46.0,,AAA2013J,591774AAA2013J
223,603861,-38.0,241.0,AAA2013J,603861AAA2013J
224,606143,-43.0,,AAA2013J,606143AAA2013J
225,704156,-29.0,,AAA2013J,704156AAA2013J
226,705379,-57.0,,AAA2013J,705379AAA2013J
227,721259,-73.0,23.0,AAA2013J,721259AAA2013J
228,749412,-138.0,,AAA2013J,749412AAA2013J
229,760729,-67.0,,AAA2013J,760729AAA2013J
230,905042,-91.0,,AAA2013J,905042AAA2013J
231,949618,-59.0,,AAA2013J,949618AAA2013J
232,958987,-67.0,,AAA2013J,958987AAA2013J
233,968578,-170.0,,AAA2013J,968578AAA2013J
234,969076,-42.0,173.0,AAA2013J,969076AAA2013J
235,971027,-62.0,,AAA2013J,971027AAA2013J
236,978739,-108.0,,AAA2013J,978739AAA2013J
237,1035023,-87.0,,AAA2013J,1035023AAA2013J
238,1105478,-144.0,,AAA2013J,1105478AAA2013J
239,1352868,-63.0,203.0,AAA2013J,1352868AAA2013J
240,1401935,-35.0,,AAA2013J,1401935AAA2013J
241,1402638,-195.0,,AAA2013J,1402638AAA2013J
242,1414443,-169.0,,AAA2013J,1414443AAA2013J
243,1456619,-87.0,27.0,AAA2013J,1456619AAA2013J
244,1465690,-38.0,,AAA2013J,1465690AAA2013J
245,1472925,20.0,,AAA2013J,1472925AAA2013J
246,1488959,-30.0,,AAA2013J,1488959AAA2013J
247,1518989,-102.0,,AAA2013J,1518989AAA2013J
248,1618738,-95.0,,AAA2013J,1618738AAA2013J
249,1620151,-95.0,,AAA2013J,1620151AAA2013J
250,1626710,-195.0,,AAA2013J,1626710AAA2013J
251,1640609,-191.0,,AAA2013J,1640609AAA2013J
252,1686521,-124.0,37.0,AAA2013J,1686521AAA2013J
253,1729319,-106.0,,AAA2013J,1729319AAA2013J
254,1746134,-30.0,,AAA2013J,1746134AAA2013J
255,1758449,-198.0,103.0,AAA2013J,1758449AAA2013J
256,1763015,-58.0,-2.0,AAA2013J,1763015AAA2013J
257,1765788,-43.0,,AAA2013J,1765788AAA2013J
258,1801229,-106.0,,AAA2013J,1801229AAA2013J
259,1801641,-32.0,,AAA2013J,1801641AAA2013J
260,1847830,-164.0,,AAA2013J,1847830AAA2013J
261,1860318,-53.0,,AAA2013J,1860318AAA2013J
262,1889511,-42.0,,AAA2013J,1889511AAA2013J
263,1889577,-81.0,,AAA2013J,1889577AAA2013J
264,1894188,-57.0,,AAA2013J,1894188AAA2013J
265,1938355,-102.0,,AAA2013J,1938355AAA2013J
266,1942396,-29.0,,AAA2013J,1942396AAA2013J
267,1970390,-108.0,240.0,AAA2013J,1970390AAA2013J
268,1976139,-195.0,,AAA2013J,1976139AAA2013J
269,2011876,-32.0,,AAA2013J,2011876AAA2013J
270,2012966,-102.0,,AAA2013J,2012966AAA2013J
271,2051699,-137.0,,AAA2013J,2051699AAA2013J
272,2062879,-74.0,,AAA2013J,2062879AAA2013J
273,2065691,-16.0,138.0,AAA2013J,2065691AAA2013J
274,2073016,-65.0,173.0,AAA2013J,2073016AAA2013J
275,2080474,-123.0,,AAA2013J,2080474AAA2013J
276,2083877,-45.0,,AAA2013J,2083877AAA2013J
277,2084066,-148.0,,AAA2013J,2084066AAA2013J
278,2104505,-65.0,,AAA2013J,2104505AAA2013J
279,2122180,-35.0,,AAA2013J,2122180AAA2013J
280,2139353,-59.0,163.0,AAA2013J,2139353AAA2013J
281,2143752,-46.0,,AAA2013J,2143752AAA2013J
282,2146792,-59.0,,AAA2013J,2146792AAA2013J
283,2149225,-36.0,10.0,AAA2013J,2149225AAA2013J
284,2153153,-49.0,,AAA2013J,2153153AAA2013J
285,2155014,-32.0,,AAA2013J,2155014AAA2013J
286,2164705,-43.0,,AAA2013J,2164705AAA2013J
287,2171627,-50.0,,AAA2013J,2171627AAA2013J
288,2182846,-113.0,,AAA2013J,2182846AAA2013J
289,2194100,-108.0,,AAA2013J,2194100AAA2013J
290,2197016,-35.0,,AAA2013J,2197016AAA2013J
291,2208424,-66.0,,AAA2013J,2208424AAA2013J
292,2229865,-116.0,,AAA2013J,2229865AAA2013J
293,2255601,-28.0,175.0,AAA2013J,2255601AAA2013J
294,2268379,-74.0,,AAA2013J,2268379AAA2013J
295,2278464,-129.0,,AAA2013J,2278464AAA2013J
296,2293923,-85.0,,AAA2013J,2293923AAA2013J
297,2312620,-45.0,178.0,AAA2013J,2312620AAA2013J
298,2318055,-56.0,-19.0,AAA2013J,2318055AAA2013J
299,2324976,-101.0,-50.0,AAA2013J,2324976AAA2013J
300,2329342,-56.0,,AAA2013J,2329342AAA2013J
301,2339528,-57.0,,AAA2013J,2339528AAA2013J
302,2342426,-38.0,,AAA2013J,2342426AAA2013J
303,2344901,-24.0,,AAA2013J,2344901AAA2013J
304,2358056,-102.0,,AAA2013J,2358056AAA2013J
305,2358969,-53.0,58.0,AAA2013J,2358969AAA2013J
306,2364471,-80.0,,AAA2013J,2364471AAA2013J
307,2365101,-129.0,-80.0,AAA2013J,2365101AAA2013J
308,2367155,-22.0,,AAA2013J,2367155AAA2013J
309,2369266,-94.0,,AAA2013J,2369266AAA2013J
310,2376496,-185.0,,AAA2013J,2376496AAA2013J
311,2391984,-101.0,242.0,AAA2013J,2391984AAA2013J
312,2411661,-17.0,,AAA2013J,2411661AAA2013J
313,2411778,-35.0,220.0,AAA2013J,2411778AAA2013J
314,2412002,-38.0,,AAA2013J,2412002AAA2013J
315,2412967,-73.0,,AAA2013J,2412967AAA2013J
316,2429854,-52.0,114.0,AAA2013J,2429854AAA2013J
317,2437837,-53.0,,AAA2013J,2437837AAA2013J
318,2449878,-32.0,,AAA2013J,2449878AAA2013J
319,2456480,-71.0,,AAA2013J,2456480AAA2013J
320,2457256,-50.0,,AAA2013J,2457256AAA2013J
321,2458355,-81.0,,AAA2013J,2458355AAA2013J
322,2460080,-52.0,,AAA2013J,2460080AAA2013J
323,2461190,-11.0,,AAA2013J,2461190AAA2013J
324,2469673,-22.0,,AAA2013J,2469673AAA2013J
325,2470694,-106.0,219.0,AAA2013J,2470694AAA2013J
326,2479954,-46.0,,AAA2013J,2479954AAA2013J
327,2481901,-195.0,,AAA2013J,2481901AAA2013J
328,2482700,-59.0,,AAA2013J,2482700AAA2013J
329,2486127,-144.0,,AAA2013J,2486127AAA2013J
330,2498700,-43.0,,AAA2013J,2498700AAA2013J
331,2516503,-65.0,,AAA2013J,2516503AAA2013J
332,2518069,-105.0,,AAA2013J,2518069AAA2013J
333,2521459,-158.0,,AAA2013J,2521459AAA2013J
334,2523736,-46.0,,AAA2013J,2523736AAA2013J
335,2529279,-67.0,,AAA2013J,2529279AAA2013J
336,2532302,-65.0,,AAA2013J,2532302AAA2013J
337,2536991,-87.0,,AAA2013J,2536991AAA2013J
338,2542724,-59.0,13.0,AAA2013J,2542724AAA2013J
339,2550279,-153.0,,AAA2013J,2550279AAA2013J
340,2551220,-94.0,,AAA2013J,2551220AAA2013J
341,2552472,-38.0,199.0,AAA2013J,2552472AAA2013J
342,2555340,-67.0,,AAA2013J,2555340AAA2013J
343,2557283,-80.0,,AAA2013J,2557283AAA2013J
344,2559575,-31.0,,AAA2013J,2559575AAA2013J
345,2562034,-30.0,,AAA2013J,2562034AAA2013J
346,2566163,-91.0,,AAA2013J,2566163AAA2013J
347,2566592,-35.0,,AAA2013J,2566592AAA2013J
348,2569324,-81.0,93.0,AAA2013J,2569324AAA2013J
349,2574528,-16.0,,AAA2013J,2574528AAA2013J
350,2574583,-63.0,,AAA2013J,2574583AAA2013J
351,2576122,-137.0,39.0,AAA2013J,2576122AAA2013J
352,2578995,-62.0,,AAA2013J,2578995AAA2013J
353,2586560,-94.0,,AAA2013J,2586560AAA2013J
354,2594139,-74.0,,AAA2013J,2594139AAA2013J
355,2598871,-128.0,,AAA2013J,2598871AAA2013J
356,2599352,-106.0,,AAA2013J,2599352AAA2013J
357,2600688,-165.0,,AAA2013J,2600688AAA2013J
358,2606098,-102.0,,AAA2013J,2606098AAA2013J
359,2613116,-63.0,,AAA2013J,2613116AAA2013J
360,2617002,-46.0,,AAA2013J,2617002AAA2013J
361,2620584,-109.0,,AAA2013J,2620584AAA2013J
362,2639449,-127.0,,AAA2013J,2639449AAA2013J
363,2639540,-38.0,,AAA2013J,2639540AAA2013J
364,2639641,-48.0,,AAA2013J,2639641AAA2013J
365,2641155,-71.0,,AAA2013J,2641155AAA2013J
366,2643002,-52.0,,AAA2013J,2643002AAA2013J
367,2645733,-100.0,,AAA2013J,2645733AAA2013J
368,2649826,-144.0,,AAA2013J,2649826AAA2013J
369,2650282,-29.0,,AAA2013J,2650282AAA2013J
370,2664024,-31.0,,AAA2013J,2664024AAA2013J
371,2666246,-43.0,,AAA2013J,2666246AAA2013J
372,2669816,-58.0,,AAA2013J,2669816AAA2013J
373,2671132,-38.0,,AAA2013J,2671132AAA2013J
374,2676809,-31.0,,AAA2013J,2676809AAA2013J
375,2678643,-25.0,,AAA2013J,2678643AAA2013J
376,2685865,-101.0,,AAA2013J,2685865AAA2013J
377,2688067,-31.0,,AAA2013J,2688067AAA2013J
378,2689958,-71.0,,AAA2013J,2689958AAA2013J
379,2691206,-109.0,,AAA2013J,2691206AAA2013J
380,2691244,-87.0,,AAA2013J,2691244AAA2013J
381,2694424,-170.0,,AAA2013J,2694424AAA2013J
382,2698257,-58.0,,AAA2013J,2698257AAA2013J
383,6516,-52.0,,AAA2014J,6516AAA2014J
384,24734,-18.0,,AAA2014J,24734AAA2014J
385,26192,-38.0,,AAA2014J,26192AAA2014J
386,28061,-130.0,,AAA2014J,28061AAA2014J
387,31600,-52.0,,AAA2014J,31600AAA2014J
388,46844,-74.0,,AAA2014J,46844AAA2014J
389,52765,-22.0,,AAA2014J,52765AAA2014J
390,55104,-87.0,,AAA2014J,55104AAA2014J
391,58071,-72.0,,AAA2014J,58071AAA2014J
392,58316,-80.0,,AAA2014J,58316AAA2014J
393,62487,-50.0,,AAA2014J,62487AAA2014J
394,63165,-82.0,,AAA2014J,63165AAA2014J
395,65002,-144.0,,AAA2014J,65002AAA2014J
396,70011,-78.0,,AAA2014J,70011AAA2014J
397,75255,-58.0,,AAA2014J,75255AAA2014J
398,79403,-23.0,164.0,AAA2014J,79403AAA2014J
399,85092,-52.0,,AAA2014J,85092AAA2014J
400,85144,-41.0,,AAA2014J,85144AAA2014J
401,85302,-72.0,,AAA2014J,85302AAA2014J
402,87431,-106.0,235.0,AAA2014J,87431AAA2014J
403,94961,-150.0,,AAA2014J,94961AAA2014J
404,95755,-80.0,241.0,AAA2014J,95755AAA2014J
405,101116,-80.0,,AAA2014J,101116AAA2014J
406,107489,-81.0,,AAA2014J,107489AAA2014J
407,108872,-80.0,,AAA2014J,108872AAA2014J
408,109155,-80.0,,AAA2014J,109155AAA2014J
409,111512,-16.0,,AAA2014J,111512AAA2014J
410,117818,-92.0,,AAA2014J,117818AAA2014J
411,119902,-31.0,207.0,AAA2014J,119902AAA2014J
412,121349,-28.0,,AAA2014J,121349AAA2014J
413,124064,-44.0,,AAA2014J,124064AAA2014J
414,125018,-36.0,,AAA2014J,125018AAA2014J
415,129955,-143.0,143.0,AAA2014J,129955AAA2014J
416,130034,-82.0,,AAA2014J,130034AAA2014J
417,130547,-25.0,,AAA2014J,130547AAA2014J
418,130636,-68.0,,AAA2014J,130636AAA2014J
419,131390,-115.0,,AAA2014J,131390AAA2014J
420,133816,-15.0,,AAA2014J,133816AAA2014J
421,133922,-110.0,,AAA2014J,133922AAA2014J
422,135335,-82.0,24.0,AAA2014J,135335AAA2014J
423,135400,-51.0,,AAA2014J,135400AAA2014J
424,135471,-149.0,,AAA2014J,135471AAA2014J
425,139033,-46.0,,AAA2014J,139033AAA2014J
426,141377,-127.0,,AAA2014J,141377AAA2014J
427,141506,-28.0,,AAA2014J,141506AAA2014J
428,146503,-30.0,,AAA2014J,146503AAA2014J
429,147756,-41.0,,AAA2014J,147756AAA2014J
430,148993,-154.0,,AAA2014J,148993AAA2014J
431,149741,-74.0,,AAA2014J,149741AAA2014J
432,149962,-92.0,,AAA2014J,149962AAA2014J
433,151587,-129.0,234.0,AAA2014J,151587AAA2014J
434,152668,-72.0,104.0,AAA2014J,152668AAA2014J
435,155984,-156.0,,AAA2014J,155984AAA2014J
436,158707,-57.0,172.0,AAA2014J,158707AAA2014J
437,159954,-24.0,201.0,AAA2014J,159954AAA2014J
438,164944,-148.0,,AAA2014J,164944AAA2014J
439,165226,-22.0,,AAA2014J,165226AAA2014J
440,167961,-44.0,,AAA2014J,167961AAA2014J
441,174024,-85.0,,AAA2014J,174024AAA2014J
442,174094,-89.0,,AAA2014J,174094AAA2014J
443,174745,-30.0,,AAA2014J,174745AAA2014J
444,175447,-115.0,,AAA2014J,175447AAA2014J
445,175772,-45.0,67.0,AAA2014J,175772AAA2014J
446,183057,-23.0,,AAA2014J,183057AAA2014J
447,185350,-22.0,,AAA2014J,185350AAA2014J
448,188278,-64.0,,AAA2014J,188278AAA2014J
449,199636,-30.0,,AAA2014J,199636AAA2014J
450,199897,3.0,,AAA2014J,199897AAA2014J
451,200804,-80.0,,AAA2014J,200804AAA2014J
452,205494,-45.0,,AAA2014J,205494AAA2014J
453,228021,-68.0,,AAA2014J,228021AAA2014J
454,228383,-21.0,,AAA2014J,228383AAA2014J
455,232307,-107.0,,AAA2014J,232307AAA2014J
456,235068,-156.0,,AAA2014J,235068AAA2014J
457,235507,-135.0,,AAA2014J,235507AAA2014J
458,236875,-20.0,,AAA2014J,236875AAA2014J
459,237274,-155.0,,AAA2014J,237274AAA2014J
460,243510,-16.0,,AAA2014J,243510AAA2014J
461,244246,-137.0,,AAA2014J,244246AAA2014J
462,248581,-61.0,,AAA2014J,248581AAA2014J
463,252073,-5.0,,AAA2014J,252073AAA2014J
464,254625,-50.0,,AAA2014J,254625AAA2014J
465,258587,-109.0,,AAA2014J,258587AAA2014J
466,260355,-156.0,-87.0,AAA2014J,260355AAA2014J
467,260623,-28.0,,AAA2014J,260623AAA2014J
468,263251,-73.0,,AAA2014J,263251AAA2014J
469,263543,-56.0,,AAA2014J,263543AAA2014J
470,263952,-38.0,,AAA2014J,263952AAA2014J
471,266524,-134.0,,AAA2014J,266524AAA2014J
472,268733,-10.0,,AAA2014J,268733AAA2014J
473,273346,-155.0,,AAA2014J,273346AAA2014J
474,274947,-43.0,229.0,AAA2014J,274947AAA2014J
475,275674,-155.0,132.0,AAA2014J,275674AAA2014J
476,275792,-37.0,,AAA2014J,275792AAA2014J
477,277123,-20.0,,AAA2014J,277123AAA2014J
478,277880,-11.0,158.0,AAA2014J,277880AAA2014J
479,281077,-103.0,,AAA2014J,281077AAA2014J
480,281636,-73.0,,AAA2014J,281636AAA2014J
481,285315,-36.0,,AAA2014J,285315AAA2014J
482,287040,-155.0,,AAA2014J,287040AAA2014J
483,287204,-79.0,,AAA2014J,287204AAA2014J
484,287210,-156.0,,AAA2014J,287210AAA2014J
485,288994,-10.0,,AAA2014J,288994AAA2014J
486,289449,-122.0,,AAA2014J,289449AAA2014J
487,290164,-88.0,,AAA2014J,290164AAA2014J
488,292525,-52.0,,AAA2014J,292525AAA2014J
489,292775,-35.0,,AAA2014J,292775AAA2014J
490,293824,-50.0,,AAA2014J,293824AAA2014J
491,294496,-147.0,,AAA2014J,294496AAA2014J
492,294655,-49.0,,AAA2014J,294655AAA2014J
493,295060,-66.0,,AAA2014J,295060AAA2014J
494,295075,-114.0,,AAA2014J,295075AAA2014J
495,296424,-84.0,,AAA2014J,296424AAA2014J
